sample	Puniceicoccaceae	Micrococcaceae	Moraxellaceae	Paenibacillaceae 1	Actinomycetaceae	Methylocystaceae	Acidaminococcaceae	Cytophagaceae	SAR11	Sphingomonadaceae	Dermabacteraceae	Methanobacteriaceae	Enterobacteriaceae	Campylobacteraceae	Aeromonadaceae	Ruminococcaceae	Bacillaceae 1	Vibrionaceae	Rhodospirillaceae	Pasteurellaceae	Nannocystaceae	Rubritaleaceae	Cyclobacteriaceae	Rhizobiales_incertae_sedis	Pseudonocardiaceae	Bacteriovoracaceae	Bacteroidales_incertae_sedis	Porphyromonadaceae	Rhizobiaceae	Cryomorphaceae	Cohaesibacteraceae	Coxiellaceae	Corynebacteriaceae	Kordiimonadaceae	Coriobacteriaceae	Desulfuromonadaceae	Francisellaceae	Colwelliaceae	Verrucomicrobiaceae	Hahellaceae	Flavobacteriaceae	Bifidobacteriaceae	Victivallaceae	Rikenellaceae	Flammeovirgaceae	Methylobacteriaceae	Burkholderiales_incertae_sedis	Streptococcaceae	Leptotrichiaceae	Parachlamydiaceae	Oxalobacteraceae	Comamonadaceae	Deferribacteraceae	Fusobacteriaceae	Rhodothermaceae	Shewanellaceae	Rhodocyclaceae	Desulfovibrionaceae	Chitinophagaceae	Intrasporangiaceae	Nitrosopumilaceae	Family II	Kiloniellaceae	Planctomycetaceae	Neisseriaceae	Erythrobacteraceae	Peptococcaceae 1	Aerococcaceae	Thiotrichales_incertae_sedis	Acanthopleuribacteraceae	Leuconostocaceae	Clostridiaceae 1	Clostridiaceae 2	Promicromonosporaceae	Prevotellaceae	Bacteroidaceae	Dietziaceae	Erysipelotrichaceae	Helicobacteraceae	Burkholderiaceae	Desulfobacteraceae	Microbacteriaceae	Brevibacteriaceae	Moritellaceae	Pseudomonadaceae	Piscirickettsiaceae	Cardiobacteriaceae	Bdellovibrionaceae	Mycoplasmataceae	Carnobacteriaceae	Halomonadaceae	Planococcaceae	Clostridiales_Incertae Sedis XIII	Rhodobacteraceae	Enterococcaceae	Acidimicrobiaceae	Staphylococcaceae	Saprospiraceae	Alteromonadaceae	Veillonellaceae	Chloroplast	Phycisphaeraceae	Aurantimonadaceae	Succinivibrionaceae	Sphingobacteriaceae	Hyphomicrobiaceae	Lactobacillaceae	Lachnospiraceae	Bradyrhizobiaceae	Clostridiales_Incertae Sedis XI	Alcaligenaceae	Thermaceae	Alcanivoracaceae	Synergistaceae	Caulobacteraceae	Incertae Sedis XI	Pseudoalteromonadaceae	Desulfobulbaceae	Brucellaceae	Sutterellaceae	Hyphomonadaceae	Eubacteriaceae	Peptostreptococcaceae	Oceanospirillaceae	Xanthomonadaceae	Bacillales_Incertae Sedis XI
25A_2	0	0	0	0	3	0	2065	0	0	0	0	0	409	1	0	7274	0	0	0	28	0	0	0	0	0	0	0	494	0	0	0	0	1	0	9	0	0	0	0	0	3	214	0	159	0	0	0	5	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	1	0	0	0	395	0	0	33	29213	0	287	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	0	0	7	7	0	0	0	0	0	0	22450	0	4	1	0	0	0	0	0	0	0	0	4701	0	2	140	0	1	1
25A_1	0	0	0	0	4	0	2161	0	0	0	0	0	419	1	0	7439	0	0	0	28	0	0	0	0	0	0	0	579	0	0	0	0	1	0	9	0	0	0	0	0	2	221	0	167	0	0	0	5	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	1	0	0	0	409	0	0	42	29672	0	346	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	8	7	0	0	0	0	0	0	23475	0	4	1	0	0	0	0	0	0	0	0	4674	0	2	129	0	1	3
B094A_1	0	0	1	0	8	0	3554	0	0	0	0	0	1673	1	0	821	0	0	0	154	0	0	0	0	0	0	0	2595	0	0	0	0	0	0	15	0	0	0	0	0	0	474	0	5	0	0	0	113	0	0	0	0	0	593	0	2	0	16	0	0	0	0	0	0	5	0	0	2	0	0	0	174	0	0	57	35499	0	1313	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	4	0	0	0	0	10409	4	0	0	0	0	0	5	29607	0	0	0	0	0	0	0	0	0	0	0	3016	0	6	19	0	0	5
35A_2	0	0	1	0	1	0	652	0	0	0	0	1	5968	0	1	4878	0	0	0	40	0	0	0	0	0	0	0	245	0	0	0	0	1	0	12	0	0	0	1	0	0	2	3	81	0	0	0	4	0	0	0	1	0	80	0	2	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	31736	1302	0	189	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	8	0	0	0	0	163	0	0	0	0	0	0	0	8670	0	0	0	0	0	0	0	0	0	0	0	195	0	0	32	0	3	1
B094A_2	0	0	1	0	8	0	3509	0	0	0	0	0	1565	1	0	754	0	0	0	153	0	0	0	0	0	0	0	2526	0	0	0	0	0	0	15	0	0	0	0	0	0	457	0	2	0	0	0	125	0	0	0	0	0	592	0	2	0	9	0	0	0	0	0	0	5	0	0	2	0	0	0	163	0	0	66	35135	0	1202	0	0	0	0	0	0	0	0	0	0	0	1	4	0	3	0	3	0	0	0	0	10230	4	0	0	0	0	0	2	28291	0	0	0	0	0	0	0	0	0	0	0	3050	0	5	17	0	0	5
35A_1	0	0	1	0	1	0	730	0	0	0	0	1	6176	0	1	4940	0	0	0	40	0	0	0	0	0	0	0	247	0	0	0	0	2	0	11	0	0	0	1	0	0	2	4	84	0	0	0	4	0	0	0	1	0	80	0	3	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	32803	1313	0	202	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	6	0	0	0	0	168	0	0	0	0	0	0	0	9098	0	0	0	0	0	0	0	0	0	0	0	191	0	0	31	0	3	1
091A_1	0	0	0	0	5	0	17	0	0	0	0	0	99	0	0	9247	0	0	0	4	0	0	0	0	0	0	0	38	0	0	0	0	0	0	7	0	0	0	105	0	0	32	0	222	0	0	0	4	0	0	10	0	0	120	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	102	30760	0	448	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	653	5	0	0	0	0	0	18	29220	0	6	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0
29A_2	1	0	0	0	3	0	78	0	0	0	0	0	1757	3	1	7255	0	0	0	84	0	0	0	0	0	0	0	189	0	0	0	0	0	0	26	0	0	0	0	0	0	6	5	77	0	0	0	243	0	0	2	9	0	6	0	1	0	25	0	0	0	0	0	0	3	0	0	0	0	0	13	15	0	0	42683	515	0	363	0	0	0	0	0	0	0	0	1	0	0	4	4	0	4	0	13	0	0	0	0	2086	4	0	0	202	0	0	9	3855	0	1	0	0	0	3	0	0	0	0	0	499	0	2	24	0	0	2
29A_1	1	1	0	0	3	0	79	0	0	0	0	0	1838	3	1	7359	0	0	0	84	0	0	0	0	0	0	0	193	0	0	0	0	0	0	27	0	0	0	0	0	0	6	5	84	0	0	0	185	0	0	3	8	0	6	0	1	0	30	0	0	0	0	0	0	3	0	0	0	0	0	13	15	0	0	42699	540	0	373	0	0	0	0	0	0	0	0	1	0	0	6	4	0	4	0	12	0	0	0	0	2217	4	0	0	201	0	0	9	3994	0	1	0	0	0	3	0	0	0	0	0	465	0	2	22	0	0	2
28A_2	0	0	0	0	1	0	3090	0	0	0	0	0	33	0	0	6952	0	0	0	28	0	0	0	0	0	0	0	175	0	0	0	0	0	0	16	0	0	0	0	0	1	15	0	160	0	0	0	7	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	46796	712	0	533	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	42	0	0	0	0	0	0	0	6565	0	2	0	0	0	0	0	0	0	0	0	458	0	0	63	0	0	0
28A_1	0	0	0	0	1	0	2919	0	0	0	0	0	33	0	0	7284	0	0	0	27	0	0	0	0	0	0	0	194	0	0	0	0	0	0	14	0	0	0	1	0	0	16	0	163	0	0	0	6	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	47559	774	0	560	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	39	0	0	0	0	0	0	0	7122	0	2	0	0	0	0	0	0	0	0	0	415	0	0	56	0	0	0
091A_2	0	0	0	0	5	0	12	0	0	0	0	0	80	0	0	9139	0	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	6	0	0	0	104	0	0	30	0	210	0	0	0	5	0	0	10	0	0	120	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	70	30378	0	401	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	616	5	0	0	0	0	0	17	27971	0	5	0	0	0	0	0	0	0	0	0	9	0	0	11	0	0	0
099A_1	0	5	0	0	8	0	17	0	0	0	0	0	549	3	0	3248	0	0	0	117	0	0	0	0	0	0	0	25	0	0	0	0	1	0	9	0	0	0	0	0	0	241	0	118	0	0	0	43	0	0	1	0	0	15276	0	1	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	63	25616	0	120	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2645	0	0	0	1	0	0	21	20418	0	0	0	0	0	11	0	0	0	0	0	4	0	1	2	0	0	3
B084A_2	0	0	0	0	2	0	1859	0	0	0	0	0	17851	0	0	17532	0	0	0	11	0	0	0	0	0	0	0	1341	0	0	0	0	0	0	57	0	0	0	0	0	0	62	0	2101	0	0	0	86	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	110	0	0	333	28826	0	533	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	708	0	0	0	2	0	0	0	31960	0	1	0	0	0	6	0	0	0	0	0	1040	0	0	172	0	0	0
099A_2	0	5	0	0	8	0	14	0	0	0	0	0	515	3	0	3219	0	0	0	119	0	0	0	0	0	0	0	15	0	0	0	0	1	0	10	0	0	0	0	0	0	235	0	115	0	0	0	48	0	0	1	0	0	15230	0	1	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	43	25294	0	117	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2564	0	0	0	1	0	0	13	19839	0	0	0	0	0	11	0	0	0	0	0	11	0	1	2	0	0	3
B084A_1	0	0	0	0	3	0	1885	0	0	0	0	0	18236	0	0	17506	0	0	0	12	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	59	0	0	0	0	0	0	65	0	2148	0	0	0	78	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	104	0	0	427	29404	0	634	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	1	0	0	0	0	733	0	0	0	2	0	0	0	33692	0	1	0	0	0	6	0	0	0	0	0	1037	0	0	189	0	0	0
B028A_2	0	0	0	0	0	0	2504	0	0	0	0	0	64	1	0	4717	0	0	0	69	0	0	0	0	0	0	0	299	0	0	0	0	0	0	9	0	0	0	8	0	0	2	0	204	0	0	0	40	1	0	0	3	0	0	0	1	0	98	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	48657	1245	0	172	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	68	0	0	0	0	0	0	0	9194	0	8	0	0	0	0	0	0	0	0	0	181	0	0	53	0	0	2
B006A_1	0	1	0	0	15	0	6898	0	0	0	0	0	351	2	0	25309	0	0	0	33	0	0	0	0	0	0	0	292	0	0	0	0	0	0	11	0	0	0	0	0	0	29	0	1779	0	0	0	69	0	0	0	0	0	0	0	2	0	401	0	0	0	0	0	0	0	0	0	0	0	0	1	229	0	0	431	31610	0	307	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	1	0	0	0	0	1039	0	0	0	6	0	0	8	26176	0	0	0	0	0	0	0	0	0	0	0	4233	0	4	260	0	0	0
20A_2	0	0	1	0	14	1	4419	0	0	0	0	0	1248	1	0	6924	0	6	1	26	0	0	0	0	0	0	0	2188	0	0	0	0	0	0	167	0	1	0	1	0	3	1126	0	437	0	0	0	257	0	0	0	0	0	63	0	26	0	1684	0	0	0	0	0	0	1	1	0	0	0	0	36	24	0	1	29710	16154	0	228	0	0	0	0	0	0	1	0	0	0	1	3	75	0	2	1	13	0	5	0	0	5727	1	0	0	0	0	0	10	17552	1	0	0	0	0	0	0	0	1	0	0	187	0	4	89	0	0	4
20A_1	0	0	1	0	18	1	4484	0	0	0	0	0	1315	1	0	7159	0	6	2	28	0	0	0	0	0	0	0	2499	0	0	0	0	0	0	171	0	1	0	1	0	3	1175	0	451	0	0	0	237	0	0	0	0	0	64	0	34	0	1736	0	0	0	0	0	0	1	1	0	0	0	0	37	21	0	1	30852	16476	0	228	0	0	0	0	0	0	1	0	0	0	1	4	79	0	3	1	13	0	5	0	0	5916	2	0	0	0	0	0	10	18225	0	0	0	0	0	0	0	0	1	0	0	179	0	5	88	0	0	4
084A_1	0	1	3	0	0	0	1567	0	0	0	0	0	7717	0	0	15874	0	0	0	1	0	0	0	0	0	0	0	1111	0	0	0	0	0	0	13	0	0	0	14	0	0	21	0	888	0	0	0	11	0	0	0	0	0	35	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	32	0	0	134	25511	0	292	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	1	24870	0	12	0	0	0	10	0	0	0	0	0	609	0	1	62	0	0	1
B003A_1	0	1	0	0	2	0	465	0	0	0	0	0	939	1	2	6463	0	0	0	1466	0	0	0	0	0	0	0	256	0	0	0	0	0	0	8	0	0	0	1	0	0	23	0	112	0	0	0	146	1	0	0	0	0	125	0	2	0	2	0	0	0	0	0	0	1	0	9	0	0	0	0	514	0	0	90701	2286	0	377	1	0	0	0	0	0	0	0	0	0	0	5	7	0	1	0	3	0	0	0	0	3054	1	0	0	0	0	0	11	13467	0	0	0	0	0	0	0	0	0	0	0	356	0	1	397	0	0	0
B003A_2	0	0	0	0	1	0	454	0	0	0	0	0	777	1	1	6283	0	0	0	1349	0	0	0	0	0	0	0	249	0	0	0	0	0	0	9	0	0	0	1	0	0	22	1	107	0	0	0	123	1	0	0	0	0	123	0	1	0	1	0	0	0	0	0	0	2	0	7	0	0	0	0	502	0	0	84436	2362	0	326	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	2879	0	0	0	0	0	0	10	11449	1	0	0	0	0	0	0	0	0	0	0	330	0	0	254	0	0	0
B098A_1	0	0	0	0	0	0	4380	0	0	0	0	0	382	0	0	13041	0	0	0	23	0	0	0	0	0	0	0	4600	0	0	0	0	0	0	13	0	0	0	2207	0	2	90	23	3276	0	0	0	13	0	0	3	0	0	4	0	1	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	1519	45206	0	334	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	113	1	0	0	0	0	0	2	21834	0	0	0	0	0	0	0	0	0	0	0	2432	0	0	92	0	0	0
B098A_2	0	0	0	0	0	0	4325	0	0	0	0	0	362	0	0	12855	0	0	0	24	0	0	0	0	0	0	0	4447	0	0	0	0	0	0	12	0	0	0	2196	0	2	89	22	3210	0	0	0	17	0	0	3	0	0	3	0	1	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1657	44460	0	289	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	98	1	0	0	0	0	0	1	20369	0	0	0	0	0	0	0	0	0	0	0	2462	0	0	89	0	0	0
B028A_1	0	0	0	0	0	0	2607	0	0	0	0	0	66	1	0	4860	0	0	0	71	0	0	0	0	0	0	0	338	0	0	0	0	0	0	7	0	0	1	9	0	0	3	0	210	0	0	0	41	1	0	0	4	0	0	0	1	0	101	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	49645	1326	0	177	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	9659	0	9	0	0	0	0	0	0	0	0	0	176	0	0	55	0	0	3
B010A_2	0	10	0	0	7	0	211	1	0	0	0	0	474	17	0	29045	0	2	0	2265	0	0	0	0	0	4	0	311	0	2	0	0	1	0	66	0	0	15	3	0	19	431	0	170	0	0	0	1353	26	0	0	1	0	2	1	1	4	11	0	0	0	0	3	0	3	0	14	2	0	0	6	1143	0	0	54	14608	0	462	0	3	0	0	0	0	0	0	1	0	0	6	3	0	0	15	0	0	2	2	12	1049	3	0	0	0	0	0	1162	35769	0	1	0	0	0	7	0	0	3	0	0	947	0	1	1118	50	0	8
B010A_1	1	11	0	0	7	0	223	1	0	0	0	0	510	18	0	29232	0	2	0	2297	0	0	0	0	0	4	0	324	0	2	0	0	2	0	70	0	0	14	3	0	19	442	0	179	0	0	0	1336	28	0	0	1	0	2	1	2	4	15	0	0	0	0	3	0	3	0	20	2	0	0	6	1197	1	0	46	15319	0	547	0	3	0	0	0	0	0	0	1	0	0	3	3	0	0	15	0	0	2	1	11	1112	3	0	0	0	0	0	1314	38063	0	1	0	0	0	7	0	0	3	0	0	947	0	1	1394	50	0	8
B119A_1	0	0	0	0	5	0	2048	0	2	0	0	0	41909	1	0	20943	0	5	1	25	0	0	0	0	0	0	0	5192	0	1	0	0	0	0	1	0	0	0	0	0	14	256	0	882	0	0	0	9	7	1	0	0	0	18	0	1	0	144	0	0	7	38	0	3	0	0	0	0	0	0	2	4	0	0	181	27672	0	138	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	16	7	0	0	3	2	1385	26	0	0	6	0	0	3	11680	0	0	0	0	0	14	0	0	1	0	0	502	0	0	23	3	0	1
15A_2	0	2	0	0	0	0	1954	0	0	0	0	0	1415	2	0	31042	0	0	0	831	0	0	0	0	0	0	0	1927	0	0	0	0	0	0	51	0	0	0	0	0	0	378	1	916	0	0	0	144	0	0	15	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	5	144	0	0	33889	23946	0	225	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1642	5	0	0	0	0	0	10	24865	0	2	0	0	0	0	0	0	0	0	0	2257	0	0	55	0	0	2
B119A_2	1	0	0	0	4	0	2018	0	2	0	0	0	40943	1	0	20702	0	5	0	23	0	0	0	1	0	0	0	4312	0	1	0	0	0	0	11	0	0	0	0	0	14	243	0	843	1	0	0	9	7	1	0	0	0	20	0	1	0	138	0	0	7	37	0	3	0	0	0	1	0	0	2	4	0	0	151	26989	0	126	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	16	6	0	0	3	2	1303	25	0	0	7	0	0	2	10697	0	0	0	0	0	13	0	0	1	0	0	491	0	0	21	1	0	1
B116A_1	0	3	0	0	14	0	4923	0	0	0	0	0	22762	3	0	7252	0	12	0	22	0	0	0	0	0	0	1	194	0	0	0	0	3	0	55	0	0	0	1	2	2	2073	0	10	3	0	0	122	2	0	0	0	0	136	0	7	0	3155	0	0	0	0	0	0	0	0	0	0	1	0	10	98	0	0	203	5641	0	404	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	3	3	0	0	0	0	9246	30	0	0	0	0	0	349	21552	0	1	0	0	0	0	0	0	0	0	0	20	0	42	556	1	0	1
086A_1	0	0	0	0	6	0	32	0	0	0	0	0	1083	1	0	15057	0	0	0	791	0	0	0	0	0	0	0	618	0	0	0	0	0	0	7	0	0	0	11	0	3	35	0	29	0	0	0	50	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1549	0	0	514	33450	0	494	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	569	3	0	0	0	0	0	0	31379	0	1	0	0	0	0	0	0	0	0	0	1120	0	2	330	0	0	4
086A_2	0	0	0	0	5	0	32	0	0	0	0	0	1013	1	0	14748	0	0	0	771	0	0	0	0	0	0	0	433	0	0	0	0	0	0	6	0	0	0	11	0	5	31	0	29	0	0	0	52	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1434	0	0	491	31966	0	400	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	530	3	0	0	0	0	0	0	28742	0	1	0	0	0	0	0	0	0	0	0	1087	0	2	279	0	0	4
084A_2	0	1	3	0	0	0	1532	0	0	0	0	0	7529	0	0	15792	0	0	0	1	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	13	0	0	0	13	0	0	22	0	867	0	0	0	14	0	0	1	0	0	34	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	46	0	0	117	24923	0	253	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	1	23932	0	12	0	0	0	10	0	0	0	0	0	635	0	1	60	0	0	1
15A_1	0	2	0	0	3	0	1926	0	0	0	0	0	1471	2	0	31805	0	0	0	818	0	0	0	0	0	0	0	2032	0	0	0	0	0	0	55	0	0	0	0	0	0	391	1	948	0	0	0	133	0	0	13	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	5	167	0	0	30950	24397	0	263	0	0	0	0	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	1668	7	0	0	0	0	0	10	26297	0	2	0	0	0	0	0	0	0	0	0	2200	0	1	59	0	0	2
B085A_1	0	0	0	0	1	0	509	0	0	0	0	0	181	0	0	15365	0	0	0	6	0	0	0	0	0	0	0	1185	0	0	0	0	0	0	6	0	0	0	2166	0	0	33	0	20	0	0	0	15	0	0	0	0	0	3	0	1	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	33857	16505	0	118	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4128	1	0	0	5	0	0	7	10805	0	1	0	0	0	1	0	0	0	0	0	750	0	3	72	0	0	0
B085A_2	0	0	0	0	1	0	501	0	0	0	0	0	174	0	0	14936	0	0	0	5	0	0	0	0	0	0	0	852	0	0	0	0	0	0	6	0	0	0	2158	0	0	33	0	12	0	0	0	16	0	0	0	0	0	2	0	1	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	32851	16220	0	111	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3972	1	0	0	4	0	0	5	10243	0	1	0	0	0	1	0	0	0	0	0	732	0	3	72	0	0	0
1A_2	0	5	0	0	53	0	632	0	0	0	0	0	4111	1	0	18639	1	0	0	364	0	0	0	0	0	0	0	1438	0	0	0	0	13	0	209	0	0	0	52	0	0	700	0	275	0	0	0	9521	0	0	0	0	0	42	0	1	0	276	0	0	0	0	0	0	0	0	167	0	0	0	0	88	0	0	8071	1219	0	205	0	0	0	0	0	0	0	0	0	0	0	20	6	0	20	0	0	0	0	0	0	5260	1	0	0	579	0	0	7028	19868	0	9	0	0	0	11	0	0	0	0	0	187	0	2	124	0	0	12
1A_1	0	5	0	0	53	0	633	0	0	0	0	0	4096	1	0	18630	0	0	0	356	0	0	0	0	0	0	0	985	0	0	0	0	15	0	203	0	0	0	51	0	0	699	0	280	0	0	0	8308	0	0	0	0	0	44	0	0	0	298	0	0	0	0	0	0	0	0	192	0	0	0	0	76	0	0	8273	1344	0	223	0	0	0	0	0	0	0	0	0	0	0	18	6	0	21	0	0	0	0	0	0	5329	1	0	0	574	0	0	6936	20269	0	9	0	0	0	11	0	0	0	0	0	181	0	2	122	0	0	13
B120A_1	0	0	0	0	2	0	2043	0	0	0	0	0	505	0	0	15068	0	1	0	4	0	0	0	0	0	0	0	5448	0	0	0	0	0	0	101	0	0	1	377	0	6	170	0	4712	8	0	0	72	0	0	17	55	2	431	0	2	0	346	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	421	50888	0	1133	12	0	0	0	0	8	0	0	0	0	0	1	13	0	1	1	3	0	2	0	0	2107	4	0	0	0	0	0	3	10959	0	0	0	0	0	3	0	0	0	0	0	2155	0	3	24	0	0	1
100A_2	0	0	2	0	1	0	4961	0	0	0	0	0	188	0	0	8122	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	22	0	0	0	13	0	0	126	0	401	0	0	0	12	3	0	0	1	0	1057	0	2	0	73	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	17549	11912	0	131	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	8	6257	0	0	0	0	0	1	0	0	0	0	0	6046	0	0	2	0	0	2
B120A_2	0	0	0	0	2	0	2014	0	0	0	0	0	488	0	0	14770	0	1	0	4	0	0	0	0	0	0	0	4721	0	0	0	0	0	0	97	0	0	1	374	0	6	165	0	4561	8	0	0	73	0	0	16	51	2	430	0	2	0	339	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	331	49898	0	1020	12	0	0	0	0	8	0	0	0	0	1	0	13	0	1	1	3	0	2	0	0	2022	4	0	0	0	0	0	3	10304	0	0	0	0	0	3	0	0	0	0	0	2159	0	3	22	0	0	2
B011A_2	0	13	0	0	4	0	5237	0	0	0	0	0	228	18	0	2223	0	9	0	239	0	0	0	0	0	1	0	114	0	1	0	0	0	0	43	0	0	1	5	0	8	50	0	16	0	0	0	1790	4	0	0	0	0	1	0	1	0	18	3	0	0	2	0	0	5	0	0	0	0	0	0	69	0	0	54362	4560	0	154	0	1	0	0	0	0	0	0	0	0	5	1	17	0	1	10	0	0	1	1	28	27846	21	0	0	30	0	0	55	4188	0	0	0	0	0	0	0	0	7	0	0	643	0	1	22	48	0	5
100A_1	0	0	2	0	1	0	5033	0	0	0	0	0	171	0	0	8210	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	23	0	0	0	18	0	0	124	0	417	0	0	0	9	3	0	0	1	0	1059	0	2	0	79	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	18011	12372	0	143	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2243	0	0	0	0	0	0	8	6629	0	0	0	0	0	1	0	0	0	0	0	5825	0	1	6	0	0	2
B011A_1	0	14	0	0	5	0	5717	0	0	0	0	0	247	19	0	2246	0	8	0	241	0	0	0	0	0	1	0	131	0	1	0	0	0	0	38	0	0	1	6	0	10	52	0	24	0	0	0	1739	4	0	0	0	0	1	0	2	0	17	3	0	0	2	0	0	6	0	0	0	0	0	0	70	0	0	55553	4788	0	179	0	1	0	0	0	0	0	0	0	0	5	0	16	0	1	10	0	0	1	1	30	28684	21	0	0	29	0	0	55	4731	0	0	0	0	0	0	0	0	7	0	0	635	0	1	22	50	0	6
11A_1	0	7	0	0	9	0	1494	0	0	0	1	0	650	0	0	7045	0	0	0	15	0	0	0	0	0	0	0	835	0	0	0	0	1	0	44	0	0	0	0	0	0	27	0	57	0	0	0	896	1	0	1	0	0	2	0	1	0	158	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	32363	7631	0	528	0	0	0	0	0	0	0	0	0	0	3	1	5	0	15	1	0	0	0	0	0	6438	0	0	0	19	0	0	654	12041	0	0	0	0	0	0	0	0	0	0	0	1747	0	0	14	0	0	2
