sample	Pediococcus	Oribacterium	Erysipelotrichaceae_incertae_sedis	Clostridium sensu stricto	Haliscomenobacter	Oleibacter	Halomonas	Salinimonas	Enterorhabdus	Oxalobacter	Ochrobactrum	Allobaculum	Arcanobacterium	Herbaspirillum	Parvimonas	Sphingomonas	Succinivibrio	Cryptobacterium	Oscillibacter	Providencia	Dialister	Thalassomonas	Bacteriovorax	Hallella	Parasutterella	Paracoccus	Plesiomonas	Eubacterium	Tepidimonas	Lactonifactor	Butyricicoccus	Arsenicicoccus	Meiothermus	Polaribacter	Allomonas	Variovorax	Subdoligranulum	Veillonella	Lactococcus	Paraprevotella	Akkermansia	Phascolarctobacterium	Sporobacter	Aggregatibacter	Gordonibacter	Leptotrichia	Candidatus Pelagibacter	Geobacillus	Collinsella	Shewanella	Mobiluncus	Rikenella	Blastopirellula	Alishewanella	Aliivibrio	Oceanobacter	Vagococcus	Roseburia	Methanobrevibacter	Sarcina	Buttiauxella	Prevotella	Luteolibacter	Faecalibacterium	Pseudoalteromonas	Gaetbulibacter	Aerococcus	Proteus	Altererythrobacter	Neptunomonas	Formosa	Cerasicoccus	Anaerofustis	Aestuariibacter	Ruminococcus	Ralstonia	Parascardovia	Flavonifractor	Enterococcus	Acetitomaculum	Marinomonas	Anaerostipes	Finegoldia	Kocuria	Oligella	Robinsoniella	Cellulosilyticum	Methylobacterium	Pseudoramibacter	Neisseria	Comamonas	Isobaculum	Dorea	Anaerococcus	Lewinella	Marvinbryantia	Tatumella	Blautia	Vampirovibrio	Alloprevotella	Desulfopila	Desulfovibrio	Parabacteroides	Rubritalea	Gardnerella	Endozoicomonas	Acidovorax	Mesoflavibacter	Bacteroides	Psychrobacter	Alcanivorax	Olsenella	Parachlamydia	Basfia	Fangia	Serratia	Oceanicola	Vibrio	Acinetobacter	Clavibacter	Marinimicrobia_genera_incertae_sedis	Ponticaulis	Mannheimia	Marinobacterium	Anaeroglobus	Methylophaga	Coprobacillus	Martelella	Pseudomonas	Umboniibacter	Clostridium XI	Pantoea	Alistipes	Limnobacter	Flammeovirga	Pyramidobacter	Haliea	Holdemania	Stenotrophomonas	Cryptomonadaceae	Thiohalomonas	Pseudobutyrivibrio	Acetivibrio	Dolosigranulum	Morganella	Massilia	Shimwellia	Granulicatella	Kordia	Corallibacter	Eggerthella	Owenweeksia	Roseovarius	Salmonella	Psychrosphaera	GpIIa	Clostridium XIX	Oceanospirillum	Helicobacter	Alloscardovia	Enterobacter	Pasteurella	Naxibacter	Paenibacillus	Johnsonella	Anaerosporobacter	Odoribacter	Cellulosimicrobium	Shuttleworthia	Clostridium IV	Paralactobacillus	Lachnoanaerobaculum	Mitsuokella	Fusobacterium	Papillibacter	Devosia	Acanthopleuribacter	Hydrotalea	Mesonia	Colwellia	Cronobacter	Mycoplasma	Streptococcus	Paraeggerthella	Novispirillum	Butyricimonas	Gallibacterium	Enterovibrio	Marivita	Eikenella	Aquimarina	Pedobacter	Corynebacterium	Novosphingobium	Litoreibacter	Cloacibacterium	Anaerotruncus	Bulleidia	Kosakonia	Pseudoflavonifractor	Mucispirillum	Tannerella	Loktanella	Chryseobacterium	Peptostreptococcus	Scardovia	Rhodospirillum	Methanosphaera	Allisonella	Thalassobius	Peptoniphilus	Kordiimonas	Clostridium XlVa	Clostridium XlVb	Bacillariophyta	Macrococcus	Streptophyta	Bergeriella	Lonsdalea	Sporacetigenium	Synergistes	Roseivirga	Thioprofundum	Actinobacillus	Alteromonas	Atopobium	Shimia	Nitrosopumilus	Kandleria	Brevibacterium	Solobacterium	Thauera	Maricurvus	Peptococcus	Rhodopseudomonas	Anaerosinus	Cedecea	Ureaplasma	Francisella	Winogradskyella	Citrobacter	Eggerthia	Moryella	Phocaeicola	Clostridium XVIII	Cohaesibacter	Psychroserpens	Aureispira	Acetanaerobacterium	Chlorophyta	Dietzia	SR1_genera_incertae_sedis	Phaeobacter	Gemella	Lucibacterium	Catenibacterium	Sutterella	Laribacter	Moritella	Centipeda	Aeromonas	Lactobacillus	Enhydrobacter	Salinibacter	Parasporobacterium	Anaerosphaera	Niabella	Nannocystis	Actinomyces	Lishizhenia	Castellaniella	Coprococcus	Fulvivirga	Bradyrhizobium	Saprospira	Ilumatobacter	Staphylococcus	Flavobacterium	Neptuniibacter	Succinatimonas	Sneathia	Photobacterium	Rothia	Planctomyces	Mogibacterium	Tenacibaculum	Leuconostoc	Kiloniella	Thermus	Ensifer	Ekhidna	Meridianimaribacter	Cardiobacterium	Lachnospiracea_incertae_sedis	Cloacibacillus	Gp23	Megamonas	Gp22	Barnesiella	Brachymonas	Escherichia/Shigella	Phycisphaera	Haemophilus	Trabulsiella	Anaerorhabdus	Ruminococcus2	Ruegeria	Amphritea	Bifidobacterium	Turicibacter	Brevundimonas	Hymenobacter	Xylanibacter	Cyclobacterium	Hydrogenoanaerobacterium	Lutibacter	Howardella	Anaerofilum	Hespellia	Bilophila	Bacillus	Bizionia	Saccharibacteria_genera_incertae_sedis	Arcobacter	Lachnospira	Cetobacterium	Slackia	Acidaminococcus	Diplorickettsia	Clostridium III	Weissella	Gp5	Chelonobacter	Gp6	Campylobacter	Abiotrophia	Porphyromonas	Gp2	Gemmiger	Victivallis	Rhodopirellula	Crocinitomix	Lachnobacterium	Rhizobium	Anoxybacillus	Megasphaera	Selenomonas
6A_2	0	2	18	46	0	0	3	0	0	0	0	0	0	0	1	0	2	0	214	0	1	0	0	0	3813	0	0	2	0	2	7	0	0	0	0	0	1	88	0	0	1	2209	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9538	0	1	0	55	0	8109	0	0	0	0	0	0	0	0	0	0	9375	0	0	39	0	0	0	67	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	508	0	0	0	0	374	0	0	0	0	0	42937	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	11	0	0	0	59	1	593	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	20	0	0	9	0	0	3	0	0	0	3	0	0	0	0	25	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	125	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	488	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	254	0	0	528	0	6	0	1620	0	2	0	0	1036	0	0	6	20	0	0	0	0	0	0	0	0	2	526	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
B029A_1	0	2	43	13	0	0	2	0	0	2	0	0	0	0	1	0	2601	0	260	0	1618	0	0	8	29	0	0	0	0	0	47	0	0	0	0	0	1	205	9	23	0	59	5	0	0	0	0	0	9	3	0	0	0	0	0	0	0	1118	0	0	0	43274	0	3232	0	0	0	0	0	0	0	0	0	0	85	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	1	0	53	0	0	0	0	136	0	11035	0	0	145	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	47	1	147	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	547	1	0	0	0	0	29	0	0	7	0	1	0	10	1	0	0	0	0	0	2	0	235	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	113	0	0	0	65	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	50	222	0	0	0	0	15	0	0	0	0	0	0	1	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	23	1	0	1209	0	11	0	489	0	3	0	0	101	0	0	27	2	0	0	0	0	0	0	2	0	0	45	0	0	2	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	66	1	0	0	0	0	0	2	0
098A_2	0	0	3	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	685	0	164	0	0	0	4071	0	0	0	0	0	322	0	0	0	0	0	8	17	0	64	1808	3830	170	0	1	0	0	0	0	9	0	0	0	0	0	0	0	2939	0	0	0	72	0	33378	0	0	0	0	0	0	0	0	0	0	515	0	0	46	0	0	0	41	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	310	0	2	0	0	1086	0	0	0	0	0	53921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3188	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	324	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	84	0	0	0	0	0	0	1	0	0	0	2	0	0	28	0	0	0	0	0	1	0	0	0	0	0	0	321	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	510	0	0	1	0	1287	0	449	0	7	0	0	47	0	0	112	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	5	0	0	0	0	0	1	3	0	0	1	0	0	0	321	24	0	0	0	0	0	0	0
6A_1	0	2	26	75	0	0	3	0	0	0	0	0	0	0	1	0	0	0	258	0	0	0	0	0	4051	0	0	2	0	2	8	0	0	0	0	0	5	114	0	0	0	2399	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11355	0	0	0	21	0	8316	0	0	0	0	0	0	0	0	0	0	12346	0	0	44	0	0	0	79	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	651	0	0	0	0	589	0	0	0	0	0	46033	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	13	0	0	0	255	1	662	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	12	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	25	0	1	0	0	0	0	0	0	0	0	1	0	27	0	0	128	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	849	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	295	0	0	577	0	0	0	2079	0	0	0	0	1244	0	0	10	22	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	1	0
B029A_2	0	1	42	16	0	0	1	0	0	1	0	0	0	0	1	0	2571	0	293	0	1527	0	0	3	28	0	0	0	0	0	47	0	0	0	0	0	0	182	7	23	0	57	7	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1027	0	0	0	40268	0	3244	0	0	0	0	0	0	0	0	0	0	79	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	52	0	0	1	0	107	0	11765	0	0	123	0	0	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	27	1	127	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	4	0	0	0	507	0	0	0	0	2	28	0	0	23	0	2	0	6	0	0	0	0	0	0	1	0	244	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	117	0	0	0	74	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	41	225	0	0	0	0	14	0	0	0	0	0	0	1	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	25	1	0	1206	0	11	0	398	0	5	0	0	93	0	0	18	2	0	0	1	0	0	0	1	0	0	44	0	0	2	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	16	1	0	0	0	0	0	2	0
098A_1	0	0	3	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	662	0	176	0	0	0	4158	0	0	0	0	0	329	0	0	0	0	0	12	17	0	15	1820	4208	122	0	1	0	0	0	0	8	0	0	0	0	0	0	0	3349	0	0	0	106	0	34382	0	0	0	0	0	0	0	0	0	0	596	0	0	40	0	0	0	44	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	385	0	2	0	0	1194	0	0	0	0	0	56831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	3316	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	329	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	85	0	0	0	0	0	0	1	0	0	0	2	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	395	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	259	0	0	2	0	1381	0	537	0	6	1	0	66	0	0	141	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	3	0	0	1	0	0	1	0	0	0	1	0	0	0	1638	27	0	0	0	0	0	0	0
085A_2	0	0	11	192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	195	3	2061	0	0	1	547	0	0	36	0	0	15	0	0	0	0	0	0	41	1	0	3147	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3631	0	2	0	57720	0	10321	0	0	0	1	0	0	0	0	1	0	56	0	0	81	0	0	0	21	0	0	0	0	0	0	0	1	0	0	15	0	0	0	0	601	0	29	0	0	147	0	0	0	0	0	6721	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	21	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	102	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	854	33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	37	0	0	0	96	0	0	0	0	119	0	0	70	0	0	0	13	0	0	0	0	0	0	181	0	0	0	0	0	0	0	103	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	165	0
085A_1	0	0	11	306	0	0	2	0	0	0	0	0	0	0	1	0	0	0	212	5	2224	0	0	4	550	0	2	44	0	0	10	0	0	0	0	0	6	47	1	0	3092	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4168	0	1	0	68171	0	10546	0	0	0	1	0	0	0	0	1	0	70	0	0	91	0	0	0	22	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	742	0	15	0	0	231	0	0	0	0	0	7221	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	27	0	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	79	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1262	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	34	0	0	0	104	0	1	0	0	154	0	0	93	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	113	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0
B025A_2	0	4	72	116	0	0	4	0	0	0	0	0	0	0	1	0	1	0	305	0	5	0	0	0	1680	0	0	1	0	0	15	0	0	0	0	0	0	59	0	0	0	3653	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2931	0	0	0	45	0	5015	0	0	0	0	0	0	0	0	0	0	9	0	0	198	0	0	0	173	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	512	0	4	0	0	1400	0	0	0	0	0	41420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	0	368	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	28	0	2	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	1813	276	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	245	0	0	9	0	2	0	328	0	4	0	4	268	0	0	46	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
B025A_1	0	4	92	129	0	0	4	0	0	0	0	0	0	0	1	0	0	0	326	0	8	0	0	0	1668	0	0	1	0	1	32	0	0	0	0	0	0	72	0	1	0	3759	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3131	0	0	0	48	0	5069	0	0	0	0	0	0	0	0	0	0	14	0	0	207	0	0	0	165	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	576	0	1	0	0	1896	0	0	0	0	0	42211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	23	0	379	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	38	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	28	0	0	1	0	1	0	0	0	0	0	0	0	2009	308	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	214	0	0	10	0	2	0	407	0	1	0	0	301	0	0	50	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
119A_1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	163	0	2	0	0	0	2	0	0	3	0	2	5	0	0	0	0	0	116	6	3	0	0	1357	4	0	19	0	0	0	0	1	0	0	0	0	0	0	0	675	0	0	0	5	0	1726	0	0	0	0	0	0	0	0	6	0	1482	0	0	50	0	0	0	86	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	902	0	0	0	0	946	0	0	0	0	0	17577	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	4	0	35	0	3314	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	4	0	13	0	0	221	0	0	0	0	0	0	0	0	0	0	177	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	312	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	199	0	0	0	0	0	0	20548	0	0	0	0	714	0	0	554	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14094	0	0	0	0	0	0	0	0
082A_2	0	0	16	70	0	0	1	0	0	0	0	0	0	0	1	0	0	0	620	0	1768	0	0	0	2654	0	0	0	0	3	18	0	0	0	0	0	0	374	0	2667	65	3	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	7003	0	0	0	52	0	17648	0	0	0	0	0	0	0	0	0	0	3434	0	0	29	0	0	0	73	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	558	0	5	0	0	246	0	0	0	0	0	29895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	1571	0	0	0	0	66	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	180	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	54	0	0	73	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	337	96	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	180	0	0	3	0	266	0	39	0	1	0	2	142	0	0	8	28	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B101A_1	0	0	26	33	0	0	4	0	0	0	0	0	0	0	0	0	2	0	447	0	3855	0	0	0	10359	0	0	5	0	0	54	0	0	0	0	0	1	17	0	9	18	19	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	4177	0	0	0	273	0	8541	0	0	1	0	0	0	0	0	0	0	1280	0	0	167	0	0	0	366	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	2331	0	0	0	0	6175	0	9	0	0	0	36045	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	102	0	373	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	52	0	0	55	0	1	0	32	0	0	0	0	0	0	0	0	33	0	0	122	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2283	138	0	0	5	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	15	0	2	0	712	0	26	0	0	114	0	0	618	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0
119A_2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	175	0	1	0	0	0	3	0	0	4	0	2	10	0	0	0	0	0	65	6	3	0	0	1264	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	610	0	0	0	2	0	1750	0	0	0	0	0	0	0	0	6	0	1369	0	0	37	0	0	0	85	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	764	0	0	0	0	869	0	0	0	0	0	17334	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	3	0	32	0	3231	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	27	0	0	0	8	0	0	0	0	0	0	1	0	16	0	0	222	0	0	0	0	0	0	0	0	0	0	169	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	315	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	197	0	0	0	0	0	0	17705	0	0	0	0	617	0	0	447	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2567	0	0	0	0	0	0	0	0
082A_1	0	0	17	102	0	0	2	0	0	0	1	0	0	0	1	0	0	0	647	0	1998	0	0	0	2734	0	0	0	0	2	18	0	0	0	0	0	0	460	0	2696	64	4	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	8065	0	0	0	86	0	18041	0	0	0	0	0	0	0	0	0	0	4155	0	0	32	0	0	0	79	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	671	0	4	0	0	352	0	0	0	0	0	31364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	0	1673	0	0	0	0	65	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	178	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	43	0	0	75	0	0	0	0	0	0	0	0	0	0	3	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	415	108	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	89	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	238	0	0	3	0	289	0	45	0	0	0	0	199	0	0	9	31	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B101A_2	0	0	25	27	0	0	4	0	0	0	0	0	0	0	0	0	2	0	419	0	3594	0	0	0	10445	0	0	6	0	0	54	0	0	0	0	0	0	14	0	6	14	17	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	3930	0	0	0	186	0	8647	0	0	1	0	0	0	0	0	0	0	1253	0	0	164	0	0	0	358	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	2133	0	0	0	0	5408	0	9	0	0	0	35537	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	81	0	351	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	39	0	0	0	0	1	48	0	0	58	0	1	0	28	0	0	0	0	0	0	0	0	32	0	0	120	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1874	138	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	16	0	4	0	640	0	67	0	0	88	0	0	552	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
