sample	Pediococcus	Oribacterium	Erysipelotrichaceae_incertae_sedis	Clostridium sensu stricto	Haliscomenobacter	Oleibacter	Halomonas	Salinimonas	Enterorhabdus	Oxalobacter	Ochrobactrum	Allobaculum	Arcanobacterium	Herbaspirillum	Parvimonas	Sphingomonas	Succinivibrio	Cryptobacterium	Oscillibacter	Providencia	Dialister	Thalassomonas	Bacteriovorax	Hallella	Parasutterella	Paracoccus	Plesiomonas	Eubacterium	Tepidimonas	Lactonifactor	Butyricicoccus	Arsenicicoccus	Meiothermus	Polaribacter	Allomonas	Variovorax	Subdoligranulum	Veillonella	Lactococcus	Paraprevotella	Akkermansia	Phascolarctobacterium	Sporobacter	Aggregatibacter	Gordonibacter	Leptotrichia	Candidatus Pelagibacter	Geobacillus	Collinsella	Shewanella	Mobiluncus	Rikenella	Blastopirellula	Alishewanella	Aliivibrio	Oceanobacter	Vagococcus	Roseburia	Methanobrevibacter	Sarcina	Buttiauxella	Prevotella	Luteolibacter	Faecalibacterium	Pseudoalteromonas	Gaetbulibacter	Aerococcus	Proteus	Altererythrobacter	Neptunomonas	Formosa	Cerasicoccus	Anaerofustis	Aestuariibacter	Ruminococcus	Ralstonia	Parascardovia	Flavonifractor	Enterococcus	Acetitomaculum	Marinomonas	Anaerostipes	Finegoldia	Kocuria	Oligella	Robinsoniella	Cellulosilyticum	Methylobacterium	Pseudoramibacter	Neisseria	Comamonas	Isobaculum	Dorea	Anaerococcus	Lewinella	Marvinbryantia	Tatumella	Blautia	Vampirovibrio	Alloprevotella	Desulfopila	Desulfovibrio	Parabacteroides	Rubritalea	Gardnerella	Endozoicomonas	Acidovorax	Mesoflavibacter	Bacteroides	Psychrobacter	Alcanivorax	Olsenella	Parachlamydia	Basfia	Fangia	Serratia	Oceanicola	Vibrio	Acinetobacter	Clavibacter	Marinimicrobia_genera_incertae_sedis	Ponticaulis	Mannheimia	Marinobacterium	Anaeroglobus	Methylophaga	Coprobacillus	Martelella	Pseudomonas	Umboniibacter	Clostridium XI	Pantoea	Alistipes	Limnobacter	Flammeovirga	Pyramidobacter	Haliea	Holdemania	Stenotrophomonas	Cryptomonadaceae	Thiohalomonas	Pseudobutyrivibrio	Acetivibrio	Dolosigranulum	Morganella	Massilia	Shimwellia	Granulicatella	Kordia	Corallibacter	Eggerthella	Owenweeksia	Roseovarius	Salmonella	Psychrosphaera	GpIIa	Clostridium XIX	Oceanospirillum	Helicobacter	Alloscardovia	Enterobacter	Pasteurella	Naxibacter	Paenibacillus	Johnsonella	Anaerosporobacter	Odoribacter	Cellulosimicrobium	Shuttleworthia	Clostridium IV	Paralactobacillus	Lachnoanaerobaculum	Mitsuokella	Fusobacterium	Papillibacter	Devosia	Acanthopleuribacter	Hydrotalea	Mesonia	Colwellia	Cronobacter	Mycoplasma	Streptococcus	Paraeggerthella	Novispirillum	Butyricimonas	Gallibacterium	Enterovibrio	Marivita	Eikenella	Aquimarina	Pedobacter	Corynebacterium	Novosphingobium	Litoreibacter	Cloacibacterium	Anaerotruncus	Bulleidia	Kosakonia	Pseudoflavonifractor	Mucispirillum	Tannerella	Loktanella	Chryseobacterium	Peptostreptococcus	Scardovia	Rhodospirillum	Methanosphaera	Allisonella	Thalassobius	Peptoniphilus	Kordiimonas	Clostridium XlVa	Clostridium XlVb	Bacillariophyta	Macrococcus	Streptophyta	Bergeriella	Lonsdalea	Sporacetigenium	Synergistes	Roseivirga	Thioprofundum	Actinobacillus	Alteromonas	Atopobium	Shimia	Nitrosopumilus	Kandleria	Brevibacterium	Solobacterium	Thauera	Maricurvus	Peptococcus	Rhodopseudomonas	Anaerosinus	Cedecea	Ureaplasma	Francisella	Winogradskyella	Citrobacter	Eggerthia	Moryella	Phocaeicola	Clostridium XVIII	Cohaesibacter	Psychroserpens	Aureispira	Acetanaerobacterium	Chlorophyta	Dietzia	SR1_genera_incertae_sedis	Phaeobacter	Gemella	Lucibacterium	Catenibacterium	Sutterella	Laribacter	Moritella	Centipeda	Aeromonas	Lactobacillus	Enhydrobacter	Salinibacter	Parasporobacterium	Anaerosphaera	Niabella	Nannocystis	Actinomyces	Lishizhenia	Castellaniella	Coprococcus	Fulvivirga	Bradyrhizobium	Saprospira	Ilumatobacter	Staphylococcus	Flavobacterium	Neptuniibacter	Succinatimonas	Sneathia	Photobacterium	Rothia	Planctomyces	Mogibacterium	Tenacibaculum	Leuconostoc	Kiloniella	Thermus	Ensifer	Ekhidna	Meridianimaribacter	Cardiobacterium	Lachnospiracea_incertae_sedis	Cloacibacillus	Gp23	Megamonas	Gp22	Barnesiella	Brachymonas	Escherichia/Shigella	Phycisphaera	Haemophilus	Trabulsiella	Anaerorhabdus	Ruminococcus2	Ruegeria	Amphritea	Bifidobacterium	Turicibacter	Brevundimonas	Hymenobacter	Xylanibacter	Cyclobacterium	Hydrogenoanaerobacterium	Lutibacter	Howardella	Anaerofilum	Hespellia	Bilophila	Bacillus	Bizionia	Saccharibacteria_genera_incertae_sedis	Arcobacter	Lachnospira	Cetobacterium	Slackia	Acidaminococcus	Diplorickettsia	Clostridium III	Weissella	Gp5	Chelonobacter	Gp6	Campylobacter	Abiotrophia	Porphyromonas	Gp2	Gemmiger	Victivallis	Rhodopirellula	Crocinitomix	Lachnobacterium	Rhizobium	Anoxybacillus	Megasphaera	Selenomonas
100A_2	0	0	8	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	366	0	2009	0	0	0	6038	0	0	0	0	0	230	0	0	0	0	0	8	6	0	9	13	4912	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1044	0	0	0	16738	0	2672	0	0	1	0	0	0	0	0	0	0	454	0	0	65	0	0	0	63	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	416	0	0	0	0	162	0	10	0	0	0	11912	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	1	0	401	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	2	0	0	28	0	1	0	564	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	169	83	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	390	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	161	1	0	40	0	10	0	128	0	0	0	0	330	0	0	96	0	0	0	0	0	1	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	175	0	0	0	0	0	0	3	0
B120A_2	0	0	20	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	499	0	1618	1	0	0	2151	0	0	2	0	1	42	0	0	0	0	0	1	7	0	7	374	1946	106	0	2	0	0	0	86	2	0	1	0	0	0	0	0	1491	0	0	0	240	0	6356	0	0	0	0	0	0	0	0	1	0	1173	0	0	102	1	0	0	169	0	0	0	0	0	0	0	0	17	0	299	0	0	0	0	665	0	14	0	1	1142	0	0	0	0	0	49897	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	11	0	4548	0	8	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	12	0	19	0	0	0	0	0	438	0	0	612	0	1	0	212	0	0	0	0	0	0	2	1	71	0	0	1	0	1	0	0	1	0	0	0	0	0	32	0	0	20	2	1	0	0	0	0	0	0	83	0	0	0	370	232	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	2	0	0	1	0	8	0	0	3	0	0	0	0	0	0	2	0	0	117	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	453	3	0	4	0	1425	0	271	0	2	0	1	372	0	0	142	5	0	0	0	0	0	1	0	0	1	328	0	0	0	0	0	0	0	1	0	0	9	1	0	0	0	0	6	0	64	0	0	0	0	0	0	0	0
B011A_2	0	10	5	42	0	0	7	0	0	0	0	0	0	0	0	0	0	0	18	0	3	1	0	1	23	0	0	1	0	0	28	0	0	0	0	0	1	864	0	237	5	55	0	0	0	3	0	0	32	1	0	0	0	0	0	8	0	785	0	0	0	51339	0	1501	7	0	0	0	0	0	0	0	0	1	47	1	0	0	0	0	5	16	0	0	0	0	0	0	0	3	0	0	189	0	0	0	0	357	0	19	0	9	93	0	0	0	0	0	4560	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	7	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	11	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	0	0	259	0	0	0	98	23	1	0	20	0	0	0	0	0	0	0	13	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	619	0	0	0	0	45	0	0	0	0	3	0	4	0	0	79	0	0	0	0	1	0	14	30	0	0	13	0	1	0	0	0	0	0	0	1	0	40	0	0	13399	0	12	0	37	0	59	0	0	64	0	2	44	0	0	0	0	0	0	0	0	0	0	5	0	0	2	15	0	0	0	370	0	0	0	1	0	0	3	0	0	0	8	0	0	0	0	0	0	9032	1
100A_1	0	0	9	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	308	0	2102	0	0	1	5817	0	0	1	0	0	243	0	0	0	0	0	11	6	0	11	18	4991	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1104	0	0	0	17661	0	2697	0	0	1	0	0	0	0	0	0	0	435	0	0	64	0	0	0	62	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	455	0	0	0	0	239	0	10	0	0	0	12372	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	4	0	417	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	0	0	29	0	1	0	490	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	142	90	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	1	0	0	432	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	99	1	0	44	0	12	0	122	0	0	0	0	356	0	0	105	0	0	0	0	0	1	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	1	0	0	7	0
B011A_1	0	10	6	57	0	0	11	1	0	0	0	0	0	0	0	0	0	0	25	0	3	1	0	1	28	0	0	1	0	0	41	0	0	0	0	0	2	1031	0	243	6	111	0	0	0	3	0	0	33	2	0	0	0	0	0	7	0	832	0	0	0	54398	0	1488	6	0	0	0	0	0	0	0	0	1	56	1	0	0	0	0	5	17	0	0	0	0	0	0	0	5	0	0	199	0	0	0	0	417	0	13	0	8	113	0	0	0	0	0	4788	0	0	0	0	0	0	0	0	5	0	0	0	0	1	4	0	0	0	0	0	0	11	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	10	0	0	13	0	0	0	0	0	4	0	0	7	0	0	0	1	0	0	0	0	3	0	0	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	4	0	0	0	269	0	0	0	83	29	1	0	20	0	0	0	0	0	0	0	13	2	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	604	0	0	0	0	43	0	0	0	0	3	0	5	0	0	94	0	0	0	0	1	0	15	29	0	0	13	0	1	0	0	0	0	0	0	0	0	39	0	0	13441	0	10	0	51	0	22	0	0	67	0	2	48	0	0	0	0	0	0	0	0	0	0	5	0	0	2	16	0	0	0	338	0	0	0	0	0	0	3	0	0	0	27	0	0	0	0	0	0	10114	1
11A_1	0	2	46	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	101	0	3	0	0	1	15	0	0	0	0	2	122	0	0	0	0	0	2	341	3	467	0	17	0	0	1	1	0	0	34	1	0	0	0	0	0	0	0	3545	0	0	0	31010	0	5345	0	0	0	0	0	0	0	0	0	0	45	0	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	1079	0	0	0	81	760	0	0	0	0	0	7631	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	57	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	69	0	0	0	0	0	31	0	0	4	0	1	0	2	0	0	0	0	0	0	1	0	875	0	0	19	1	0	1	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	3	0	0	0	53	0	0	0	198	100	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1729	0	0	0	0	455	0	0	0	0	0	0	9	0	0	341	0	0	0	0	0	0	0	19	0	0	7	0	13	0	0	0	0	0	0	0	0	166	0	0	1999	0	1	0	62	0	1	0	0	357	0	0	25	0	0	0	0	0	0	0	1	1	0	61	0	0	0	0	0	0	0	63	0	0	3	0	0	0	0	0	0	0	52	0	0	0	0	0	0	3335	0
11A_2	0	2	39	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	100	0	4	0	0	3	17	0	0	0	0	2	114	0	0	0	0	0	1	293	3	446	0	16	0	0	0	1	0	0	34	1	0	0	0	0	0	0	0	3467	0	0	0	29112	0	5413	0	0	0	0	0	0	0	0	0	0	41	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	0	0	423	0	0	0	0	1005	0	0	0	62	704	0	0	0	0	0	7284	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	52	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	62	0	0	0	0	0	31	0	1	7	1	1	0	2	0	0	0	0	0	0	0	0	973	0	0	19	0	0	1	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	2	0	0	0	52	0	0	0	229	93	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1835	0	0	0	0	436	0	0	0	0	0	0	8	0	0	327	0	0	0	0	0	0	0	19	0	0	7	0	13	0	0	0	0	0	0	0	0	147	0	0	1967	0	1	0	53	0	5	0	0	358	0	0	22	0	0	0	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	61	0	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2904	0
B013A_1	0	0	37	193	0	0	7	0	0	0	0	0	0	0	3	0	9	0	180	0	66	0	2	0	5	0	0	5	0	0	105	0	2	0	0	0	1	18	0	1	0	15	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	7712	0	0	0	291	0	9736	0	0	0	0	0	4	0	0	1	0	38	0	0	242	3	0	0	621	0	0	0	0	0	0	0	0	0	0	766	0	0	0	0	2358	0	29	0	0	896	0	0	0	0	0	60302	0	0	2	0	0	0	2	0	0	0	0	0	0	0	19	6	0	7	0	0	0	193	0	3566	3	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	27	9	0	0	2	0	0	0	0	10	2	0	1	19	0	0	0	203	0	0	0	0	0	0	0	0	70	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1251	90	2	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	11	3	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	2	2	0	0	0	0	0	11	0	0	0	1	0	0	0	0	808	0	0	3	0	1	0	431	0	0	0	0	1967	0	1	74	14	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	6
37A_1	0	4	563	38	0	0	4	0	2	0	0	0	0	0	0	0	934	0	65	0	9	0	0	0	8	0	0	0	0	0	27	0	0	0	0	0	5	541	273	1	0	12	2	0	0	23	0	0	59	0	0	0	0	0	0	0	1	3296	114	0	0	24918	0	7623	0	0	0	0	0	0	0	0	0	0	644	0	0	2	56	0	0	17	0	0	0	0	0	0	0	0	3	1	444	0	0	0	0	965	0	2127	0	43	76	0	0	0	0	0	498	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	143	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	323	0	0	0	0	0	10	0	0	74	1	0	46	4	0	0	0	0	0	0	15	0	3981	0	0	37	1	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	20	0	0	0	87	60	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	403	129	0	0	0	0	536	0	0	0	0	0	0	11	0	0	1118	0	0	0	0	0	0	0	0	0	0	6	0	2	0	187	0	0	0	0	0	1	94	0	0	0	0	14	0	762	0	41	0	0	402	0	0	30	1	0	0	0	0	0	0	13	2	0	8	0	0	0	0	0	0	5	13	0	0	139	0	0	0	2	0	0	0	261	0	0	0	0	0	0	22	0
B013A_2	0	0	31	152	0	0	5	0	0	0	0	0	0	0	2	0	7	0	173	0	59	0	2	0	4	0	0	3	0	0	40	0	1	0	0	0	0	18	0	0	0	13	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6928	0	0	0	243	0	9677	0	0	0	0	0	4	0	0	1	0	35	0	0	232	4	0	0	592	0	0	0	0	0	0	0	0	0	0	691	0	0	2	0	2082	0	27	0	0	795	0	0	0	0	0	57912	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	6	0	7	0	0	0	153	0	3393	2	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	46	9	0	0	6	0	0	0	0	39	2	0	1	2	0	0	0	181	0	0	0	0	0	0	0	0	72	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1094	83	2	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	9	0	0	3	0	0	0	0	0	2	3	0	0	0	0	0	10	0	0	0	1	0	0	0	0	821	0	0	3	0	1	0	346	0	4	0	0	1770	0	1	63	14	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	2	6
B015A_2	0	1	5	25	0	0	3	1	0	1	0	0	0	0	1	0	0	0	753	0	17	0	0	0	1965	0	0	0	0	1	59	0	0	0	0	0	1	17	0	3	1	129	58	0	0	0	0	0	17	0	0	0	0	1	0	0	0	5026	0	0	0	430	0	3576	0	0	0	0	0	2	0	0	0	10	11570	0	0	10	0	0	0	29	0	0	0	5	0	0	0	0	4	0	298	0	0	0	0	652	0	5693	0	3	2445	0	1	0	0	0	36078	0	0	0	0	0	0	0	1	1	0	0	0	1	0	6	1	0	0	0	0	0	64	0	1597	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	235	0	0	67	0	0	0	1	0	0	0	0	0	0	0	0	59	0	0	796	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0	315	30	5	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	3	0	0	0	0	0	0	3	0	0	263	0	0	1	0	0	1	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	101	0	1505	0	587	0	16	0	1	43	0	2	125	24	0	0	0	0	1	0	0	0	0	107	0	0	0	9	0	0	2	124	0	0	0	6	0	0	1	0	2	0	24	0	0	0	0	0	0	0	0
B116A_2	2	3	56	62	0	0	8	0	0	0	0	0	0	0	1	0	0	0	16	0	20	0	0	0	18	0	0	31	0	7	15	0	0	0	1	0	0	7146	2	0	1	4801	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	31	0	0	0	161	0	66	0	0	0	0	0	0	0	0	0	0	84	0	0	83	2	0	0	6	0	0	0	0	0	0	0	0	0	0	281	0	0	1	0	1633	0	3	0	3	102	0	0	2	0	0	5480	0	0	1	0	0	1	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	188	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	11	0	1	0	112	0	0	0	0	0	0	1	0	129	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4699	343	0	0	28	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	96	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	277	0	0	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	118	0	0	12	0	1	0	17510	0	4	0	0	2276	0	0	1745	233	0	0	0	0	0	0	0	0	0	3052	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	1	0	0	0	0	0	0	0	66	0
B015A_1	0	1	5	23	0	1	4	0	0	8	0	0	0	0	2	0	0	0	606	0	25	0	0	0	1960	0	0	0	0	1	78	0	0	0	0	0	3	17	0	3	1	142	13	0	0	0	0	0	17	0	0	0	0	1	0	0	0	5288	0	0	0	524	0	3550	0	0	0	0	0	2	0	0	0	10	11086	0	0	4	0	0	0	28	0	0	0	8	0	0	0	0	6	0	313	0	0	0	0	739	0	5172	0	6	2898	0	1	0	0	0	36464	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	1	0	0	0	0	0	80	0	1679	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	237	0	0	63	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	825	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	328	38	5	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	2	0	0	282	0	0	1	0	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	101	0	1546	0	669	0	10	0	0	42	0	2	132	24	0	0	0	0	1	0	0	0	1	111	0	0	0	9	0	0	2	129	0	0	0	0	0	0	1	2	2	0	83	0	0	0	0	0	0	0	0
081A_1	0	0	4	19	0	0	2	0	0	0	0	0	0	0	0	0	4	0	573	0	2402	0	0	0	1671	0	0	0	0	0	178	0	0	0	0	0	4	107	0	0	0	0	1	0	3	0	0	0	0	4	0	0	0	0	0	0	0	6303	0	0	0	16274	0	8298	0	0	0	0	0	0	0	0	0	0	1327	0	0	50	0	0	0	53	0	0	0	2	0	0	0	0	0	0	107	0	0	0	0	404	0	5	0	0	1861	0	0	0	0	0	19402	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	60	0	356	0	0	20	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	168	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	661	165	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	447	0	0	0	0	0	0	349	0	3	0	0	199	0	0	15	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	167	0	0	0	0	0	0	0	0
094A_2	0	2	104	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4098	0	0	0	0	3	1	0	0	0	0	0	0	7	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	180	0	0	0	66	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	399	0	3	0	0	1506	0	0	0	0	0	40571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	7	0	0	0	6	0	0	0	0	0	0	4	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	132	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	8723	0	0	0	37	0	6	0	4	1	0	0	432	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
081A_2	0	0	3	16	0	0	2	0	0	0	0	0	0	0	0	0	2	0	535	0	2248	0	0	1	1716	0	0	0	0	1	155	0	0	0	0	0	2	89	0	0	0	1	12	0	3	0	0	0	0	5	0	0	0	0	0	0	0	6057	0	0	0	14886	0	8168	0	0	0	0	0	0	0	0	0	0	1219	0	0	61	0	0	0	55	0	0	0	1	0	0	0	0	0	0	111	0	0	0	0	370	0	7	0	0	1635	0	0	0	0	0	18745	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	48	0	338	0	0	20	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	11	173	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	607	162	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	759	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	429	0	0	1	0	0	0	348	0	4	0	0	171	0	0	13	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	58	0	0	0	0	0	0	0	0
